#,Internal Name,Name,Phone,Fax,After Hrs Phone,Address,City,County,State,Zip,Operations Manager,Operations Manager2,Kids' Dentistry OM,RM,RD,SRM,SRM,SRM,SRD,SRD,RP/RVP,TP,Region Name,Professional Corporation,Tax ID,Open Date,Epic Go Live Date
654,Sugar Land 3,Dentists of Riverstone,(281)720-8134,(281)763-7932,,"18802 University Blvd, Ste 110",Sugar Land,Fort Bend,TX,77479,Monique Jackson,,,Ryan Means,,Kevin Rich,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"Dentists of Riverstone, PC",83-3313266,4/16/2019,6/7/2021
655,Aliana,Dentists of Fort Bend,(346)702-3085,(346)202-3365,,"10177 W Grand Pkwy S, Ste 103",Richmond,Fort Bend,TX,77407,Andrew Dartez,,,Ryan Means,,Kevin Rich,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"Dentists of Fort Bend, PC",82-3049742,3/19/2018,3/7/2022
656,Kingwood 2,Dentists of Northpark,(936)256-3091,(936)242-0322,,"30130 Rock Creek Dr, Ste 400",Kingwood,Harris,TX,77339,Cheryl Whitacre,,,,Sara Allen,Kevin Rich,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"Dentists of NorthPark, PC",86-2745072,8/17/2021,8/16/2021
657,Conroe 3,Harper's Preserve Dentistry,(936)647-1232,(936)647-2453,,"10160 Hwy 242, Ste 100",Conroe,Montgomery,TX,77385,Jennifer Olfers,,,Zenia Castillo,,Kevin Rich,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"Harper’s Preserve Dentistry, PC",84-3051844,7/28/2020,4/5/2021
658,Pasadena 1,Pasadena Modern Dentistry,(281)619-8170,(281)573-0758,,5714 Fairmont Pkwy,Pasadena,Harris,TX,77505,Nikole Loggins,,,Katherin Navarro,,Kevin Rich,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"Pasadena Modern Dentistry, PC",84-2436918,8/10/2021,8/9/2021
659,Peoria 4,Dentists on Lake Pleasant,(623)600-4638,(623)707-4098,,"24775 N Lake Pleasant Pkwy, Ste 104",Peoria,Maricopa,AZ,85383,Haley Knight,,Haley Knight,,Jason Merrill,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,"Lake Pleasant Kid’s Dentists and Orthodontics, LLP",84-4947326,11/2/2021,11/1/2021
660,La Mesa 2,Dentists of Grossmont,(619)433-6960,(619)502-9223,,8400 Center Dr,La Mesa,San Diego,CA,91942,Sara Diaz,,,Jennifer Johnson,,Matthew McCurley,,,,,Michael Butler,Maha Said-Shariff,San Diego Region,Shahab Ariannejad Dental Corporation,87-1177897,11/16/2021,11/15/2021
661,Seattle 5,Dentists of Queen Anne,(206)962-2835,(206)965-8959,,620 First Ave N,Seattle,King,WA,98109,Emma Cole,,,Kayleen Kim,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,11/17/2020,5/3/2021
662,Deerfield Beach 1,Deerfield Modern Dentistry,(754)333-2966,(754)333-4026,,778 S Federal Hwy,Deerfield Beach,Broward,FL,33441,Tahyana Galindez,,,Dana Olsen,,Armando Borroel,,,,,Daris Hondoy,Jacob Kramer,South Florida Region,"Deerfield Modern Dentistry, PA",85-0544449,10/1/2020,8/2/2021
663,Colorado Springs 6,Dentists of Broadmoor,(719)249-8775,(719)387-7045,,"160 E Cheyenne Rd, Ste 120",Colorado Springs,El Paso,CO,80906,Skye Amador,,,Dave Donohoue,,Alisha Taylor,Caitlin Kenna,,Brandi Mortensen,,Stephanie Ross,Stephanie Wootan,Southern Colorado Region,"Dentists of Broadmoor, LLP",87-0999849,5/11/2022,5/10/2022
664,Alexandria 2,Foxchase Dental Group,(571)899-5094,(571)919-2648,,"4607 Duke St, Unit 19A",Alexandria,Fairfax City,VA,22304,Diana Moreno,,,Nikkia Bratton,,Brian Kapur,,,,,Joe Taylor,Jacob Kramer,Virginia Maryland Region,"Foxchase Dental Group, PC",87-4591254,8/23/2022,8/22/2022
665,Albuquerque 9,Bosque Smiles Dentistry,(505)431-9740,(505)404-0802,,"5600 Coors Blvd NW, Ste G4",Albuquerque,Bernalillo,NM,87120,Melissa Porras,,,Stefan Bishop,,,,,Brandi Mortensen,,Crystal Carricato,Stephanie Wootan,New Mexico Region,"Bosque Smiles Dentistry, LLC",84-3283819,12/31/2019,3/1/2021
667,Riverton 1,Dentists of Riverton,(801)477-8864,(801)227-7355,,"4531 W Partridgehill Lane, Ste F-110",Riverton,Salt Lake,UT,84096,Skyler Memmott,,,Marichen Rossevelt,,Elizabeth Riolo,,,,,Alicia Lowry,Nicholas D'Amico,Idaho Utah Region,"Dentists of Riverton, LLP",84-2911715,2/18/2020,9/7/2021
668,Kansas City 7,New Mark Modern Dentistry,(816)400-4045,(816)207-4620,,9350 N. Oak Trafficway,Kansas City,Jackson,MO,64155,Abby Smith,,,Shane Webb,,,,,Ryan Wright,,Katie Dormagen,Stephanie Wootan,Midwest Region,"Alex R. Sharifian DDS, New Mark Modern Dentistry, PC",88-2330194,6/21/2022,6/20/2022
669,Lakewood 2 CA,The Dental Office of Lakewood,(562)275-8113,(562)247-9830,,2710 Carson St,Lakewood,Los Angeles,CA,90712,,Karina Garcia,,Diana Vales,,Tina Nguyen,,,,,Kamaile Crowell,Maha Said-Shariff,South Los Angeles Region,Jessica Leong Dental Corporation,84-2620661,11/5/2019,3/1/2021
670,Portland 4,Russell Modern Dentistry,(503)295-2120,(503)305-3342,,1710 NE 122nd Ave,Portland,Multnomah,OR,97230,Colette Binford,,,Amber McElvain,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Russell Modern Dentistry, PC",87-4287793,12/16/2022,12/15/2022
672,Thornton 1,Washington Plaza Dentistry,(303)256-9610,(303)268-0968,,9774 Washington St.,Thornton,Adams,CO,80229,Gabriel Griego,,,Noelle Robison,,Alisha Taylor,Caitlin Kenna,,Brandi Mortensen,,Stephanie Ross,Stephanie Wootan,Northern Colorado Region,"Washington Plaza Dentistry, LLP",87-4605200,1/10/2023,1/9/2023
673,Falcon,Dentists of Falcon,(719)323-6734,(719)325-5991,,"7555 Falcon Market Pl, Ste 100",Falcon,El Paso,CO,80831,Victoria Galvan,,,Marta Brocka,,Alisha Taylor,Caitlin Kenna,,Brandi Mortensen,,Stephanie Ross,Stephanie Wootan,Southern Colorado Region,"DENTISTS OF FALCON AND ORTHODONTICS, LLP",88-3129805,10/12/2023,8/14/2023
674,Trinity 1,Dentists of Mitchell Ranch,(727)475-4852,(727)475-4233,,3112 Little Rd,Trinity,Pasco,FL,34655,Joshua Berg,,,Courtney Bowling,,Paige Fichtner,,,,,Ryan Stowasser,Jacob Kramer,Central Florida Region,"Dentists of Mitchell Ranch, PA",86-2122459,9/28/2021,9/27/2021
675,Clearwater 1,Clearwater Modern Dentistry,(727)286-3588,(727)287-4727,,2544 N. McMullen Booth Rd,Clearwater,Pinellas,FL,33761,Amber Atkinson,,,Courtney Bowling,,Paige Fichtner,,,,,Ryan Stowasser,Jacob Kramer,Central Florida Region,"Northwood Modern Dentistry, PA",86-2155228,9/21/2021,9/20/2021
676,Sacramento 7,Dentists of Campus Commons,(916)432-2842,(916)458-4804,,2228 Fair Oaks Blvd,Sacramento,Sacramento,CA,95825,Ashlynn Reid,,,Matthew Kiley,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Tully and Mokbil Dental Corporation,87-1946556,12/7/2021,12/6/2021
679,West Chester 2,Beckett Ridge Modern Dentistry,(513)828-6314,(513)898-3509,,"7925 Crossings of Beckett Dr, Ste 102",West Chester,Butler,OH,45069,,,,Kassandra Meyer,,,,,,,Mark Dean,Jacob Kramer,Ohio Kentucky Region,"Kansagra Beckett Ridge Modern Dentistry PC, Inc.",99-0791951,12/3/2024,12/11/2023
680,Silver Spring 1,Dentists of Silver Spring,(301)761-4489,(301)760-3723,,1286 E W Hwy,Silver Spring,Montgomery,MD,20910,Roosgini Obas,,,Nikkia Bratton,,Brian Kapur,,,,,Joe Taylor,Jacob Kramer,Virginia Maryland Region,"Dentists of Silver Spring, LLC",85-2965662,11/10/2020,11/2/2020
681,Greenwood Village 2,Dentists of Arapahoe,(303)945-8620,(303)293-2359,,"8545 E Arapahoe Rd, Ste A",Greenwood Village,Arapahoe,CO,80112,Hunter Daly,,,Jeff McGrew,,Alisha Taylor,Caitlin Kenna,,Brandi Mortensen,,,Stephanie Wootan,Central Colorado Region,"Dentists of Arapahoe, LLP",87-4348363,10/17/2023,8/7/2023
682,Silver Spring 2,Aspen Hill Modern Dentistry,(240)762-4773,(240)764-4299,,13745 Connecticut Ave,Silver Spring,Montgomery,MD,20906,Antonio Tobar,,,Nikkia Bratton,,Brian Kapur,,,,,Joe Taylor,Jacob Kramer,Virginia Maryland Region,"Aspen Hill Modern Dentistry, LLC",88-2933820,10/11/2022,10/10/2022
683,Lake Nona 3 KD,Nona Kids' Dentists,(407)627-1234,(407)946-2275,,12964 Narcoossee Rd,Orlando,Orange,FL,32832,Cynthia Thompson,,Cynthia Thompson,Rhea Aquino-Seppelt,,Paige Fichtner,,,,,Ryan Stowasser,Jacob Kramer,Central Florida Region,"Nona Dentists 3, PA",84-4492234,9/1/2020,8/2/2021
684,Bellevue 2,Eastgate Modern Dentistry,(425)300-1019,(425)296-3976,,"15100 SE 38th St, Ste 302",Bellevue,King,WA,98006,Alexis Franklin,,,Amy Balich,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,4/13/2021,4/12/2021
685,Wildomar 3,My Kid's Dentist,(951)225-4068,(951)225-1865,,"24088 Clinton Keith Rd, Ste 100",Wildomar,Riverside,CA,92595,Cassandra Griffith,,Cassandra Griffith,Nichole Ball,,Baraka Harper,,,,,Lionel Clayton,Maha Said-Shariff,South Inland Empire Region,Kim and Do-Yabut Dental Corporation,86-3746883,10/5/2021,10/4/2021
686,Sarasota 2,Dentists at Lakewood Ranch,(941)256-3714,(941)256-3226,,"6588 University Pkwy, Ste 104",Sarasota,Sarasota,FL,34240,,,,Demi Godina,,Armando Borroel,,,,,Daris Hondoy,Jacob Kramer,South Florida Region,"Dentists at Lakewood Ranch, PA",92-2904258,5/23/2024,10/8/2023
687,Metairie 2,Dentists of Metairie,(504)273-7156,(504)273-6277,,"5201 Veterans Memorial Blvd, Ste A",Metairie,Jefferson,LA,70006,Ronnie Johnson,,,Melissa Ledet,,,,,Jen Moss,,Jonathan Snyder,Nicole Brown,Louisiana Region,"Jacob Dent, D.D.S., Dentists of Metairie, a Professional Corporation",84-3352434,12/18/2019,6/7/2021
688,Mandeville,Dentists of Mandeville,(985)746-1629,(985)746-1310,,"3421 E. Causeway Approach, Ste A",Mandeville,Saint Tammany,LA,70448,Whitney Cancienne,,,Melissa Ledet,,,,,Jen Moss,,Jonathan Snyder,Nicole Brown,Louisiana Region,"Jacob Dent, D.D.S., Dentists of Mandeville, a Professional Corporation",84-3796016,2/18/2020,6/7/2021
689,Baton Rouge 3,Millerville Dental Group,(225)960-4407,(225)754-9141,,"2121 Millerville Rd, Ste A",Baton Rouge,East Baton Rouge,LA,70816,Kaycie McDowell,,,Jackie Chairez,,,,,Jen Moss,,Jonathan Snyder,Nicole Brown,Louisiana Region,"Jacob Dent, D.D.S., Millerville Dental Group, PC",82-3005362,4/2/2018,6/7/2021
690,Lake Charles,Dentists of Lake Charles,(337)210-8864,(337)205-4210,,"4750 Nelson Rd, Ste 100",Lake Charles,Calcasieu,LA,70605,Brittany LaBove,,,Jackie Chairez,,,,,Jen Moss,,Jonathan Snyder,Nicole Brown,Louisiana Region,"Jacob Dent, D.D.S., Dentists of Lake Charles, a Professional Corporation",82-3017360,2/19/2018,12/6/2021
691,Miramar 1,Miramar Modern Dentistry,(954)621-1496,(954)666-6199,,"12621 Miramar Pkwy, Bay 102",Miramar,Broward,FL,33027,Nicholas Mojica,,,Dana Olsen,,Armando Borroel,,,,,Daris Hondoy,Jacob Kramer,South Florida Region,"Miramar Modern Dentistry, PA",87-1357015,9/8/2021,9/7/2021
693,Metairie,Metairie Modern Dentistry,(504)206-3338,(504)208-3647,,"2937 Veterans Memorial Blvd, Ste C",Metairie,Jefferson,LA,70002,Tonya Walker,,,Jackie Chairez,,,,,Jen Moss,,Jonathan Snyder,Nicole Brown,Louisiana Region,"Jacob Dent, DDS, Metairie Modern Dentistry, a Professional Corporation",81-3613094,3/3/2017,4/5/2021
694,Slidell,Dentists of Slidell,(985)214-1540,(985)746-1375,,420 Town Center Pkwy,Slidell,Saint Tammany,LA,70458,Emily VanNuil,,,Melissa Ledet,,,,,Jen Moss,,Jonathan Snyder,Nicole Brown,Louisiana Region,"Jonathan Nguyen, D.D.S., Dentists of Slidell, a Professional Corporation",81-4944535,5/3/2017,6/7/2021
695,Kansas City 8,Ward Parkway Dentistry,(816)631-1791,(816)641-2973,,"8600 Ward Pkwy, Ste 2130",Kansas City,Jackson,MO,64114,Gracie Kendrick,,,Shane Webb,,,,,Ryan Wright,,Katie Dormagen,Stephanie Wootan,Midwest Region,"Alex R Sharifian DDS, Ward Parkway Dentistry, PC",88-2789005,9/12/2023,7/31/2023
696,Denham Springs,Juban Crossing Modern Dentistry,(225)788-1400,(225)341-8822,,"10129 Crossing Way, Ste 400",Denham Springs,Livingston,LA,70726,Karla Davis,,,Melissa Ledet,,,,,Jen Moss,,Jonathan Snyder,Nicole Brown,Louisiana Region,"Christine Walters, D.D.S., Juban Crossing Modern Dentistry, a Professional Corporation",47-5186973,4/12/2016,4/5/2021
697,Baton Rouge 1,Acadian Modern Dentistry,(225)747-0181,(225)924-9131,,"3535 Perkins Rd, Ste 345",Baton Rouge,East Baton Rouge,LA,70808,Mary Morris-Hicks,,,Jackie Chairez,,,,,Jen Moss,,Jonathan Snyder,Nicole Brown,Louisiana Region,"Joshua Girod, D.D.S., Acadian Modern Dentistry, a Professional Corporation",47-5170078,12/10/2015,8/2/2021
698,Lafayette LA,Lafayette Modern Dentistry,(337)422-3587,(337)214-1675,,"4243 Ambassador Caffery Pkwy, Ste 118",Lafayette,Lafayette,LA,70508,,,,Melissa Ledet,,,,,Jen Moss,,Jonathan Snyder,Nicole Brown,Louisiana Region,"Jacob Dent, D.D.S., Lafayette Modern Dentistry, a Professional Corporation",47-5199871,1/21/2016,8/2/2021
699,Baton Rouge 2,Baton Rouge Modern Dentistry,(225)407-4429,(225)754-9196,,"14640 Village Market St, Ste 103",Baton Rouge,East Baton Rouge,LA,70817,Rosa Perdomo,,,Jackie Chairez,,,,,Jen Moss,,Jonathan Snyder,Nicole Brown,Louisiana Region,"Jacob Dent, D.D.S., Baton Rouge Modern Dentistry, a Professional Corporation",81-3442396,12/30/2016,11/1/2022
700,Happy Valley 1,Happy Valley Modern Dentistry,(503)353-6568,(503)212-4756,,"13180 SE 172nd Ave, Ste 146",Happy Valley,Clackamas,OR,97086,Rachel Croon,,,Amber McElvain,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,Happy Valley Modern Dentistry,88-1100632,2/7/2023,2/6/2023
701,McKinney 1,McKinney Dental Group,(972)548-9956,(972)942-4079,(972)548-9956,"3610 W. University Dr, Ste 400",McKinney,Collin,TX,75071,Justice Reliford,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"McKinney Dental Group and Orthodontics, PC",26-2955359,9/15/2008,5/2/2022
702,Prosper 1,The Dental Office Of Prosper,(972)426-8770,(972)805-4561,,"1180 N Preston Rd, Ste 20",Prosper,Collin,TX,75078,Lauren Chavez,,Lauren Chavez,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Dental Office of Prosper, PC",82-2444735,12/12/2017,11/1/2021
703,Frisco 2,Eldorado Smiles Dentistry,(214)387-0745,(214)296-2933,(214)705-7278,"5105 Eldorado Pkwy, Ste 150",Frisco,Denton,TX,75034,Zachary Smith,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Eldorado Smiles and Orthodontics, PC",26-3071684,10/13/2008,5/2/2022
704,Allen 1,Village Smiles Dentistry,(972)678-1277,(972)942-4081,(972)678-1137,"190 E Stacy Rd, Bldg 300 Ste 314",Allen,Collin,TX,75002,Anthony Gibson,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Village Smiles and Orthodontics, PC",26-2956008,1/6/2009,5/2/2022
705,Cross Roads,Cross Roads Smiles Dentistry,(940)205-4293,(940)228-4385,,"11650 US Hwy 380, Ste 100",Cross Roads,Denton,TX,76227,Blanca Cabriales,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Cross Roads Smiles Dentistry, PC",81-3650744,10/31/2016,6/7/2021
706,Wylie 1,Woodbridge Dental Group,(972)915-0484,(972)942-4096,(972)543-2622,"3360 FM 544, Ste 930",Wylie,Collin,TX,75098,Jessica Hernando,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Woodbridge Dental Group and Orthodontics, PC",27-1374795,3/2/2010,5/2/2022
708,Charlotte 2,University Modern Dentistry,(980)890-7590,(980)895-4454,,"8956 J.M. Keynes Dr, Ste 500",Charlotte,Mecklenburg,NC,28262,Jasmin Hill,,,Carol Bilous,,,,,,,Brian Taylor,Jacob Kramer,Carolinas Region,"Ali Shahrestani, D.M.D., PLLC",86-3952535,9/14/2022,9/13/2022
709,Burleson,Burleson Modern Dentistry,(817)295-8884,(817)447-1132,(817)840-6679,"185 NW John Jones Dr, Ste 600",Burleson,Johnson,TX,76028,Shelly Rhodes,,,Holly Redwine,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,"Burleson Modern Dentistry, PC",27-3119419,10/15/2010,5/2/2022
710,Greenville 2,Greenville Modern Dentistry,(864)565-7132,(864)568-3813,,"3116 N Pleasantburg Dr, Ste 400",Greenville,Greenville,SC,29609,Freddale Carson,,,Salena Smalls,,Crystal Richardson,,,,,Brian Taylor,Jacob Kramer,Carolinas Region,"Greenville Avenue Dentistry, PC",88-2138389,7/15/2025,9/11/2023
711,Coppell,Coppell Modern Dentistry,(972)393-9933,(972)393-3406,(469)444-5147,"230 N Denton Tap Rd, Ste 115",Coppell,Dallas,TX,75019,,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Coppell Modern Dentistry, PC",27-3920723,4/5/2011,3/7/2022
712,Rockwall 1,Rockwall Modern Dentistry,(972)722-4914,(972)722-5030,,"1039 E Interstate 30, Ste 107",Rockwall,Rockwall,TX,75087,Annie Mehrten,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Rockwall Modern Dentistry and Orthodontics, PC",45-4878028,8/1/2012,11/1/2021
713,Cedar Hill,Cedar Hill Modern Dentistry,(972)291-6262,(972)291-9981,(469)454-3166,"398 E FM 1382, Ste B",Cedar Hill,Dallas,TX,75104,,Erin Howard,,Holly Redwine,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,"Cedar Hill Modern Dentistry, PC",27-4593084,7/15/2011,12/6/2021
714,Denver 6,Lowry Modern Dentistry,(720)446-2314,(720)459-6349,,"63 N Quebec St, Ste 102",Denver,Denver,CO,80224,April VanderLinden,,,Sarah Quick,,Alisha Taylor,Caitlin Kenna,,Brandi Mortensen,,,Stephanie Wootan,Central Colorado Region,"Lowry Modern Dentistry, LLP",87-3311024,9/26/2023,8/21/2023
715,Corinth,Hickory Creek Dental Group,(940)387-4597,(940)257-6084,(972)345-2429,"5017 Teasley Ln, Ste 165",Denton,Denton,TX,76210,Rachel Wood,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Hickory Creek Dental Group and Orthodontics, PC",27-0744922,9/1/2009,11/1/2021
716,Forney,Forney Modern Dentistry,(972)552-1224,(972)591-1982,(972)413-9525,"101 N FM 548, Ste 105",Forney,Kaufman,TX,75126,Benjamin Fouts,,,Ramon Rodriguez,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,"Forney Modern Dentistry and Orthodontics, PC",27-0777146,10/8/2009,5/2/2022
717,Mansfield 1,Mansfield Smiles Dentistry,(682)518-5856,(682)518-1532,(817)779-3129,"3300 E Broad St, Ste 120",Mansfield,Tarrant,TX,76063,Cassandra Fairris,,,Ramon Rodriguez,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,"Mansfield Smiles and Orthodontics, PC",45-3204149,11/15/2011,12/6/2021
718,Dallas 1,Preston Modern Dentistry,(972)661-2766,(972)755-4901,(972)674-2101,"14891 Preston Rd, Ste 200",Dallas,Dallas,TX,75254,,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Preston Modern Dentistry, PC",27-2206587,5/28/2010,4/5/2021
719,Leander 1,Leander Modern Dentistry,(737)843-4226,(737)231-2756,,"19368 Ronald Reagan Blvd, Ste 150",Georgetown,Williamson,TX,78628,Lee Ann Dublin,,,Amina Sinkfield,,Jennifer Tumlinson,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"Leander Modern Dentistry, PC",87-4461104,5/10/2022,5/9/2022
720,Mesquite,Mesquite Dental Group,(972)270-7210,(972)682-4260,(214)838-3237,"1765 N Town E Blvd, Ste 111",Mesquite,Dallas,TX,75150,Jonathan Bailey,,,Ramon Rodriguez,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,"Mesquite Dental Group, PC",27-2462884,8/2/2010,3/7/2022
721,Plano 2,West Plano Modern Dentistry,(972)403-7364,(972)403-1761,(469)461-9967,6202-B W Park Blvd,Plano,Collin,TX,75093,,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"West Plano Modern Dentistry and Orthodontics, PC",27-4593376,5/27/2011,11/1/2021
722,Ft Worth 1,Hulen Modern Dentistry,(817)294-4600,(817)292-0077,(817)840-6670,"4833 S Hulen St, Ste 101",Fort Worth,Tarrant,TX,76132,,Erin Howard,,Holly Redwine,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,"Hulen Modern Dentistry, PC",27-2953792,10/12/2010,6/7/2021
723,Cedar Park,Cedar Park Modern Dentistry,(512)259-7171,(512)259-2387,(512)690-2027,"1455 E Whitestone Blvd, Ste 127",Cedar Park,Williamson,TX,78613,"Cristobal ""Cris"" Solis",,,Amina Sinkfield,,Jennifer Tumlinson,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"Cedar Park Modern Dentistry, PC",27-2952453,11/16/2010,5/2/2022
724,Carrollton 1,Carrollton Modern Dentistry,(972)323-5060,(972)323-6408,(972)360-3104,"2604 Old Denton Rd, Ste 112",Carrollton,Denton,TX,75007,,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Carrollton Modern Dentistry, PC",27-2717368,9/15/2010,6/7/2021
725,Plano 1,Plano Modern Dentistry,(972)208-0333,(972)208-8855,(972)941-3875,"7120 Coit Rd, Ste 110",Plano,Collin,TX,75025,,Christina Cox,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Plano Modern Dentistry, PC",27-3546212,3/31/2011,4/5/2021
726,Frisco 1,Custer Star Dental Group,(972)540-9977,(972)369-0841,(972)439-9049,"15950 Eldorado Pkwy, Ste 100",Frisco,Collin,TX,75035,Anthony Gibson,,Anthony Gibson,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Frisco Custer Star Dental Group, PC",27-3959669,1/18/2011,5/2/2022
727,Fort Worth 4,Dentists of Eagle Mountain,(817)203-1084,(817)900-8066,,"4624 W Bailey Boswell Rd, Ste 200",Fort Worth,Tarrant,TX,76179,Jennifer Ortiz,,,Ramon Rodriguez,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,Dentists of Eagle Mountain PC,82-1095297,7/31/2017,6/7/2021
728,New Braunfels,Westpointe Modern Dentistry,(830)625-6600,(830)629-9393,(210)378-5958,"1659 State Hwy 46 W, Ste 180",New Braunfels,Comal,TX,78132,Sarah Eunice,,,Kimberly Gomez,,Jennifer Tumlinson,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"Westpointe Modern Dentistry, PC",27-3945392,1/24/2011,12/6/2021
729,San Antonio 1,Stone Oak Modern Dentistry,(210)494-4488,(210)494-1420,(210)641-3873,"20821 US Hwy 281 N, Ste 310",San Antonio,Bexar,TX,78258,Robert Greenia,Robert Greenia,,Robert Luckado,,Jennifer Tumlinson,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"Stone Oak Modern Dentistry, PC",27-3546865,1/10/2011,5/2/2022
731,Ft Worth 2,Heritage Modern Dentistry,(817)750-1300,(817)750-1301,(817)697-3114,"3400 Texas Sage Trl, Ste 136",Fort Worth,Tarrant,TX,76177,Brinden Bocksell,,Priscilla Simpson,Ramon Rodriguez,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,"Heritage Modern Dentistry, PC",45-4229579,2/3/2012,5/2/2022
732,Euless 1,Glade Modern Dentistry,(817)358-2008,(817)358-8901,(214)732-3283,"1301 W Glade Rd, Ste 110",Euless,Tarrant,TX,76039,Izzy Vergara,,,Ramon Rodriguez,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,"Glade Modern Dentistry and Orthodontics, PC",46-2664322,7/16/2013,3/7/2022
733,Denton,Denton Modern Dentistry,(940)484-4313,(940)484-4585,,"1300 S Loop 288, Ste 100",Denton,Denton,TX,76205,,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"Denton Modern Dentistry and Orthodontics, PC",47-1433162,12/8/2014,3/7/2022
